,sex,age,race,juv_fel_count,decile_score,juv_misd_count,juv_other_count,priors_count,is_recid,is_violent_recid,decile_score.1,score_text,v_decile_score,v_score_text,two_year_recid,is_male,is_female,Other,African-American,Caucasian,Hispanic,Native American,Asian
651,Male,22,African-American,0,4,0,0,1,1,0,4,Low,6,Medium,1,1,0,0,1,0,0,0,0
652,Female,27,African-American,0,2,0,0,9,1,0,2,Low,2,Low,1,0,1,0,1,0,0,0,0
653,Male,27,African-American,0,7,0,0,13,1,1,7,Medium,3,Low,1,1,0,0,1,0,0,0,0
654,Male,38,Caucasian,0,1,0,0,1,1,1,1,Low,1,Low,1,1,0,0,0,1,0,0,0
655,Male,31,African-American,0,10,0,0,23,1,0,10,High,10,High,1,1,0,0,1,0,0,0,0
656,Male,47,African-American,0,9,0,0,20,0,0,9,High,5,Medium,0,1,0,0,1,0,0,0,0
657,Male,22,African-American,0,7,1,0,3,0,0,7,Medium,7,Medium,0,1,0,0,1,0,0,0,0
658,Male,35,African-American,0,9,0,1,1,1,1,9,High,3,Low,1,1,0,0,1,0,0,0,0
659,Male,23,Hispanic,0,6,0,0,2,1,0,6,Medium,4,Low,1,1,0,0,0,0,1,0,0
660,Male,65,African-American,0,2,0,0,2,1,1,2,Low,1,Low,1,1,0,0,1,0,0,0,0
661,Male,35,African-American,0,4,0,0,0,0,0,4,Low,3,Low,0,1,0,0,1,0,0,0,0
662,Female,33,African-American,0,3,0,0,0,0,0,3,Low,2,Low,0,0,1,0,1,0,0,0,0
663,Male,53,Caucasian,0,1,0,0,1,0,0,1,Low,1,Low,0,1,0,0,0,1,0,0,0
664,Male,52,Hispanic,0,1,0,0,0,0,0,1,Low,1,Low,0,1,0,0,0,0,1,0,0
665,Male,21,African-American,0,5,0,0,0,0,0,5,Medium,7,Medium,0,1,0,0,1,0,0,0,0
666,Male,37,African-American,0,4,0,0,11,0,0,4,Low,2,Low,0,1,0,0,1,0,0,0,0
667,Male,30,Other,0,9,0,0,4,1,1,9,High,8,High,1,1,0,1,0,0,0,0,0
668,Male,33,Caucasian,0,5,0,0,5,0,0,5,Medium,2,Low,0,1,0,0,0,1,0,0,0
669,Male,31,African-American,0,7,0,0,2,0,0,7,Medium,6,Medium,0,1,0,0,1,0,0,0,0
670,Male,54,Other,0,1,0,0,0,0,0,1,Low,1,Low,0,1,0,1,0,0,0,0,0
671,Female,31,African-American,0,1,0,0,0,0,0,1,Low,1,Low,0,0,1,0,1,0,0,0,0
672,Female,59,Caucasian,0,3,0,0,2,0,0,3,Low,1,Low,0,0,1,0,0,1,0,0,0
673,Male,27,African-American,0,2,0,0,0,0,0,2,Low,2,Low,0,1,0,0,1,0,0,0,0
674,Male,36,African-American,0,7,0,0,0,1,1,7,Medium,2,Low,1,1,0,0,1,0,0,0,0
675,Male,46,African-American,0,9,0,0,17,1,0,9,High,6,Medium,1,1,0,0,1,0,0,0,0
676,Male,22,African-American,0,9,0,1,3,0,0,9,High,8,High,0,1,0,0,1,0,0,0,0
677,Female,28,Caucasian,0,2,0,0,0,0,0,2,Low,2,Low,0,0,1,0,0,1,0,0,0
678,Female,34,Caucasian,0,9,0,1,15,1,0,9,High,3,Low,1,0,1,0,0,1,0,0,0
679,Male,29,Hispanic,0,9,0,0,7,1,0,9,High,4,Low,1,1,0,0,0,0,1,0,0
680,Male,23,African-American,0,10,0,1,2,1,1,10,High,9,High,1,1,0,0,1,0,0,0,0
681,Male,27,African-American,0,4,0,0,3,0,0,4,Low,3,Low,0,1,0,0,1,0,0,0,0
682,Male,21,Asian,0,6,0,1,0,1,1,6,Medium,6,Medium,1,1,0,0,0,0,0,0,1
683,Male,48,Caucasian,0,1,0,0,3,1,0,1,Low,1,Low,1,1,0,0,0,1,0,0,0
684,Male,30,African-American,0,9,0,0,15,1,0,9,High,4,Low,1,1,0,0,1,0,0,0,0
685,Female,32,African-American,0,2,0,0,2,0,0,2,Low,1,Low,0,0,1,0,1,0,0,0,0
686,Male,31,African-American,0,7,0,0,5,0,0,7,Medium,4,Low,0,1,0,0,1,0,0,0,0
687,Male,36,African-American,0,5,1,0,4,0,0,5,Medium,2,Low,0,1,0,0,1,0,0,0,0
688,Male,36,African-American,0,5,0,0,1,0,0,5,Medium,5,Medium,0,1,0,0,1,0,0,0,0
689,Male,44,African-American,0,8,0,0,14,1,0,8,High,5,Medium,1,1,0,0,1,0,0,0,0
690,Male,53,Caucasian,0,1,0,0,2,0,0,1,Low,1,Low,0,1,0,0,0,1,0,0,0
691,Male,33,African-American,0,2,0,0,3,1,0,2,Low,1,Low,1,1,0,0,1,0,0,0,0
692,Male,21,African-American,1,10,0,0,2,0,0,10,High,9,High,0,1,0,0,1,0,0,0,0
693,Male,33,African-American,0,8,0,0,4,1,1,8,High,6,Medium,1,1,0,0,1,0,0,0,0
694,Male,47,Caucasian,0,5,0,0,2,1,0,5,Medium,1,Low,1,1,0,0,0,1,0,0,0
695,Male,57,African-American,0,7,0,0,20,1,0,7,Medium,2,Low,1,1,0,0,1,0,0,0,0
696,Male,28,African-American,0,4,0,0,2,0,0,4,Low,2,Low,0,1,0,0,1,0,0,0,0
697,Male,24,African-American,0,6,0,0,1,0,0,6,Medium,4,Low,0,1,0,0,1,0,0,0,0
698,Male,44,African-American,0,1,0,0,1,0,0,1,Low,1,Low,0,1,0,0,1,0,0,0,0
699,Male,46,African-American,0,1,0,0,0,0,0,1,Low,1,Low,0,1,0,0,1,0,0,0,0
700,Male,37,African-American,0,3,0,0,6,0,0,3,Low,5,Medium,0,1,0,0,1,0,0,0,0
701,Male,26,African-American,0,6,0,0,10,1,0,6,Medium,4,Low,1,1,0,0,1,0,0,0,0
702,Male,27,African-American,0,8,1,0,10,1,1,8,High,7,Medium,1,1,0,0,1,0,0,0,0
703,Male,40,Caucasian,0,2,0,0,1,0,0,2,Low,1,Low,0,1,0,0,0,1,0,0,0
704,Female,60,Caucasian,0,3,0,0,9,1,0,3,Low,1,Low,1,0,1,0,0,1,0,0,0
705,Male,53,Caucasian,0,1,0,0,1,0,0,1,Low,1,Low,0,1,0,0,0,1,0,0,0
706,Male,26,African-American,0,6,1,0,8,0,0,6,Medium,6,Medium,0,1,0,0,1,0,0,0,0
707,Male,28,African-American,0,1,0,0,0,0,0,1,Low,3,Low,0,1,0,0,1,0,0,0,0
708,Male,23,Hispanic,0,4,0,0,0,0,0,4,Low,5,Medium,0,1,0,0,0,0,1,0,0
709,Female,46,Caucasian,0,8,0,0,2,0,0,8,High,1,Low,0,0,1,0,0,1,0,0,0
710,Male,23,African-American,0,5,0,0,0,1,0,5,Medium,4,Low,1,1,0,0,1,0,0,0,0
711,Male,37,African-American,0,1,0,0,5,1,1,1,Low,2,Low,1,1,0,0,1,0,0,0,0
712,Male,44,African-American,0,1,0,1,1,0,0,1,Low,1,Low,0,1,0,0,1,0,0,0,0
713,Male,50,African-American,0,8,0,0,18,1,0,8,High,6,Medium,1,1,0,0,1,0,0,0,0
714,Male,45,African-American,0,1,0,0,0,0,0,1,Low,1,Low,0,1,0,0,1,0,0,0,0
715,Male,22,African-American,0,5,0,0,1,0,0,5,Medium,7,Medium,0,1,0,0,1,0,0,0,0
716,Male,26,Caucasian,0,2,0,0,1,1,1,2,Low,3,Low,1,1,0,0,0,1,0,0,0
717,Male,62,Caucasian,0,1,0,0,0,0,0,1,Low,1,Low,0,1,0,0,0,1,0,0,0
718,Male,34,Caucasian,0,1,0,0,0,1,0,1,Low,1,Low,1,1,0,0,0,1,0,0,0
719,Male,24,Hispanic,0,10,0,0,1,0,0,10,High,5,Medium,0,1,0,0,0,0,1,0,0
720,Male,21,Caucasian,0,2,0,0,0,0,0,2,Low,5,Medium,0,1,0,0,0,1,0,0,0
721,Male,25,Caucasian,0,2,0,0,0,1,1,2,Low,3,Low,1,1,0,0,0,1,0,0,0
722,Male,68,Caucasian,0,1,0,0,0,0,0,1,Low,1,Low,0,1,0,0,0,1,0,0,0
723,Male,41,Caucasian,0,2,0,0,2,0,0,2,Low,2,Low,0,1,0,0,0,1,0,0,0
724,Male,21,Caucasian,0,3,0,0,1,0,0,3,Low,6,Medium,0,1,0,0,0,1,0,0,0
725,Female,37,Hispanic,0,3,0,0,1,0,0,3,Low,1,Low,0,0,1,0,0,0,1,0,0
726,Male,22,African-American,0,8,0,0,0,0,0,8,High,5,Medium,0,1,0,0,1,0,0,0,0
727,Male,38,Caucasian,0,4,0,0,11,1,0,4,Low,2,Low,1,1,0,0,0,1,0,0,0
728,Male,42,Caucasian,0,1,0,0,1,0,0,1,Low,1,Low,0,1,0,0,0,1,0,0,0
729,Male,22,Caucasian,0,4,1,1,1,1,0,4,Low,6,Medium,1,1,0,0,0,1,0,0,0
730,Male,45,African-American,0,4,0,0,0,1,0,4,Low,2,Low,1,1,0,0,1,0,0,0,0
731,Female,36,African-American,0,10,0,0,4,1,0,10,High,6,Medium,1,0,1,0,1,0,0,0,0
732,Male,48,African-American,0,6,0,0,2,0,0,6,Medium,1,Low,0,1,0,0,1,0,0,0,0
733,Female,45,Caucasian,0,1,0,0,1,0,0,1,Low,1,Low,0,0,1,0,0,1,0,0,0
734,Male,23,African-American,0,9,0,1,6,1,1,9,High,8,High,1,1,0,0,1,0,0,0,0
735,Male,24,African-American,0,8,0,0,0,0,0,8,High,7,Medium,0,1,0,0,1,0,0,0,0
736,Male,29,African-American,0,2,0,0,0,0,0,2,Low,3,Low,0,1,0,0,1,0,0,0,0
737,Male,24,African-American,0,3,0,0,0,0,0,3,Low,4,Low,0,1,0,0,1,0,0,0,0
738,Male,50,African-American,0,9,0,0,11,0,0,9,High,6,Medium,0,1,0,0,1,0,0,0,0
739,Male,34,African-American,0,7,1,0,10,1,0,7,Medium,2,Low,1,1,0,0,1,0,0,0,0
740,Male,23,African-American,0,2,0,0,0,0,0,2,Low,4,Low,0,1,0,0,1,0,0,0,0
741,Female,22,Caucasian,0,5,0,0,0,0,0,5,Medium,6,Medium,0,0,1,0,0,1,0,0,0
742,Male,36,Other,0,1,0,0,0,0,0,1,Low,1,Low,0,1,0,1,0,0,0,0,0
743,Male,30,Caucasian,0,5,0,0,22,1,0,5,Medium,6,Medium,1,1,0,0,0,1,0,0,0
744,Male,21,African-American,0,10,0,0,0,1,0,10,High,9,High,1,1,0,0,1,0,0,0,0
745,Female,53,Caucasian,0,1,0,0,0,0,0,1,Low,1,Low,0,0,1,0,0,1,0,0,0
746,Male,24,Caucasian,0,3,0,0,1,0,0,3,Low,3,Low,0,1,0,0,0,1,0,0,0
747,Male,25,African-American,0,5,1,1,7,1,0,5,Medium,5,Medium,1,1,0,0,1,0,0,0,0
748,Female,25,African-American,0,9,0,0,1,0,0,9,High,5,Medium,0,0,1,0,1,0,0,0,0
749,Male,71,African-American,0,1,0,0,8,0,0,1,Low,2,Low,0,1,0,0,1,0,0,0,0
750,Male,39,African-American,0,9,4,0,10,0,0,9,High,3,Low,0,1,0,0,1,0,0,0,0
751,Female,37,African-American,0,5,0,0,0,0,0,5,Medium,3,Low,0,0,1,0,1,0,0,0,0
752,Male,20,African-American,0,5,0,2,0,1,0,5,Medium,8,High,1,1,0,0,1,0,0,0,0
753,Female,29,African-American,0,5,0,0,3,0,0,5,Medium,4,Low,0,0,1,0,1,0,0,0,0
754,Male,22,African-American,0,5,0,0,2,1,0,5,Medium,5,Medium,1,1,0,0,1,0,0,0,0
755,Male,26,African-American,0,7,0,0,4,1,0,7,Medium,7,Medium,1,1,0,0,1,0,0,0,0
756,Male,35,Hispanic,0,7,0,0,5,0,0,7,Medium,7,Medium,0,1,0,0,0,0,1,0,0
757,Female,47,African-American,0,10,0,0,19,1,0,10,High,2,Low,1,0,1,0,1,0,0,0,0
758,Male,21,Other,0,4,0,0,1,1,0,4,Low,6,Medium,1,1,0,1,0,0,0,0,0
759,Female,23,Other,0,10,0,0,0,0,0,10,High,10,High,0,0,1,1,0,0,0,0,0
760,Female,20,Caucasian,0,8,0,0,1,1,0,8,High,6,Medium,1,0,1,0,0,1,0,0,0
761,Female,23,African-American,0,2,0,0,0,0,0,2,Low,3,Low,0,0,1,0,1,0,0,0,0
762,Male,27,Native American,0,7,0,0,3,0,0,7,Medium,4,Low,0,1,0,0,0,0,0,1,0
763,Male,55,Caucasian,0,2,0,0,18,1,0,2,Low,1,Low,1,1,0,0,0,1,0,0,0
764,Female,53,African-American,0,1,0,0,0,0,0,1,Low,1,Low,0,0,1,0,1,0,0,0,0
765,Female,23,African-American,0,7,0,0,0,1,0,7,Medium,7,Medium,0,0,1,0,1,0,0,0,0
766,Male,26,African-American,0,7,0,1,5,1,0,7,Medium,3,Low,1,1,0,0,1,0,0,0,0
767,Male,25,African-American,0,6,0,0,6,1,0,6,Medium,5,Medium,0,1,0,0,1,0,0,0,0
768,Male,23,Other,0,4,0,0,2,0,0,4,Low,6,Medium,0,1,0,1,0,0,0,0,0
769,Male,27,African-American,0,9,0,0,4,1,1,9,High,7,Medium,1,1,0,0,1,0,0,0,0
770,Male,26,African-American,0,3,0,0,2,0,0,3,Low,4,Low,0,1,0,0,1,0,0,0,0
771,Male,29,African-American,0,4,0,0,1,0,0,4,Low,3,Low,0,1,0,0,1,0,0,0,0
772,Male,27,Other,0,2,0,0,1,1,0,2,Low,4,Low,1,1,0,1,0,0,0,0,0
773,Male,28,Hispanic,0,2,0,0,0,0,0,2,Low,2,Low,0,1,0,0,0,0,1,0,0
774,Male,31,African-American,0,2,0,0,0,0,0,2,Low,1,Low,0,1,0,0,1,0,0,0,0
775,Male,41,African-American,0,6,0,0,8,1,0,6,Medium,3,Low,1,1,0,0,1,0,0,0,0
776,Male,25,Caucasian,0,2,0,0,0,0,0,2,Low,3,Low,0,1,0,0,0,1,0,0,0
777,Male,47,Caucasian,0,1,0,0,0,0,0,1,Low,1,Low,0,1,0,0,0,1,0,0,0
778,Male,37,African-American,0,2,0,0,4,0,0,2,Low,1,Low,0,1,0,0,1,0,0,0,0
779,Female,35,African-American,0,5,0,0,4,0,0,5,Medium,3,Low,0,0,1,0,1,0,0,0,0
780,Male,24,Caucasian,0,4,0,0,1,1,0,4,Low,6,Medium,1,1,0,0,0,1,0,0,0
781,Male,21,Caucasian,0,9,2,1,2,1,1,9,High,8,High,1,1,0,0,0,1,0,0,0
782,Male,22,Caucasian,0,4,0,0,0,1,0,4,Low,6,Medium,1,1,0,0,0,1,0,0,0
783,Male,57,African-American,0,6,0,0,11,0,0,6,Medium,5,Medium,0,1,0,0,1,0,0,0,0
784,Male,48,Caucasian,0,7,0,0,0,0,0,7,Medium,4,Low,0,1,0,0,0,1,0,0,0
785,Male,36,Other,0,1,0,0,0,0,0,1,Low,1,Low,0,1,0,1,0,0,0,0,0
786,Female,37,African-American,0,7,0,0,3,0,0,7,Medium,4,Low,0,0,1,0,1,0,0,0,0
787,Male,31,Caucasian,0,1,0,0,0,0,0,1,Low,2,Low,0,1,0,0,0,1,0,0,0
788,Male,22,African-American,0,9,1,0,1,1,0,9,High,9,High,1,1,0,0,1,0,0,0,0
789,Male,31,Caucasian,0,3,0,0,2,0,0,3,Low,2,Low,0,1,0,0,0,1,0,0,0
790,Male,24,African-American,0,5,0,0,0,1,0,5,Medium,4,Low,1,1,0,0,1,0,0,0,0
791,Male,32,African-American,0,9,0,1,22,1,1,9,High,10,High,1,1,0,0,1,0,0,0,0
792,Female,23,Other,0,4,0,0,0,0,0,4,Low,5,Medium,0,0,1,1,0,0,0,0,0
793,Male,63,African-American,0,1,0,0,0,0,0,1,Low,1,Low,0,1,0,0,1,0,0,0,0
794,Male,30,Other,0,1,0,0,0,0,0,1,Low,2,Low,0,1,0,1,0,0,0,0,0
795,Male,26,Caucasian,0,5,0,0,2,1,1,5,Medium,4,Low,1,1,0,0,0,1,0,0,0
796,Male,48,Caucasian,0,3,0,0,2,0,0,3,Low,2,Low,0,1,0,0,0,1,0,0,0
797,Male,20,Caucasian,0,4,0,2,0,0,0,4,Low,7,Medium,0,1,0,0,0,1,0,0,0
798,Female,24,African-American,0,5,0,0,1,1,1,5,Medium,4,Low,1,0,1,0,1,0,0,0,0
799,Female,36,African-American,0,2,0,0,1,0,0,2,Low,2,Low,0,0,1,0,1,0,0,0,0
800,Male,83,Hispanic,0,1,0,0,0,0,0,1,Low,1,Low,0,1,0,0,0,0,1,0,0
801,Male,28,Caucasian,0,6,0,0,2,0,0,6,Medium,6,Medium,0,1,0,0,0,1,0,0,0
802,Male,36,African-American,0,2,0,0,3,1,0,2,Low,1,Low,1,1,0,0,1,0,0,0,0
803,Female,33,African-American,0,2,0,0,0,0,0,2,Low,2,Low,0,0,1,0,1,0,0,0,0
804,Male,39,African-American,0,3,0,0,0,0,0,3,Low,2,Low,0,1,0,0,1,0,0,0,0
805,Male,29,Other,0,7,0,0,3,0,0,7,Medium,5,Medium,0,1,0,1,0,0,0,0,0
806,Male,30,African-American,0,10,0,0,17,1,0,10,High,5,Medium,1,1,0,0,1,0,0,0,0
807,Female,19,Caucasian,1,6,1,0,1,1,1,6,Medium,8,High,1,0,1,0,0,1,0,0,0
808,Male,24,African-American,0,1,0,0,1,1,0,1,Low,2,Low,1,1,0,0,1,0,0,0,0
809,Male,36,Hispanic,0,7,0,0,11,0,0,7,Medium,6,Medium,0,1,0,0,0,0,1,0,0
810,Female,29,Caucasian,0,5,0,0,1,0,0,5,Medium,5,Medium,0,0,1,0,0,1,0,0,0
811,Male,35,African-American,0,6,0,0,7,0,0,6,Medium,2,Low,0,1,0,0,1,0,0,0,0
812,Male,24,African-American,0,3,0,1,0,0,0,3,Low,3,Low,0,1,0,0,1,0,0,0,0
813,Male,26,Caucasian,0,2,0,0,0,0,0,2,Low,2,Low,0,1,0,0,0,1,0,0,0
814,Male,26,Caucasian,0,4,0,0,8,0,0,4,Low,4,Low,0,1,0,0,0,1,0,0,0
815,Male,52,African-American,0,6,0,0,7,0,0,6,Medium,1,Low,0,1,0,0,1,0,0,0,0
816,Male,28,African-American,0,7,0,0,14,1,1,7,Medium,8,High,1,1,0,0,1,0,0,0,0
817,Male,32,African-American,0,5,0,0,0,0,0,5,Medium,2,Low,0,1,0,0,1,0,0,0,0
818,Female,32,Caucasian,0,3,0,0,1,1,1,3,Low,1,Low,1,0,1,0,0,1,0,0,0
819,Male,33,African-American,0,8,0,0,5,1,0,8,High,6,Medium,1,1,0,0,1,0,0,0,0
820,Male,29,African-American,0,10,1,0,16,0,0,10,High,7,Medium,0,1,0,0,1,0,0,0,0
821,Male,34,Caucasian,0,3,0,0,1,1,0,3,Low,2,Low,1,1,0,0,0,1,0,0,0
822,Female,37,Other,0,1,0,0,0,1,0,1,Low,1,Low,1,0,1,1,0,0,0,0,0
823,Male,43,Caucasian,0,1,0,0,0,0,0,1,Low,1,Low,0,1,0,0,0,1,0,0,0
824,Male,47,Caucasian,0,4,0,0,2,0,0,4,Low,5,Medium,0,1,0,0,0,1,0,0,0
825,Male,25,African-American,0,6,0,0,3,1,0,6,Medium,5,Medium,1,1,0,0,1,0,0,0,0
826,Female,23,African-American,0,3,0,0,1,0,0,3,Low,3,Low,0,0,1,0,1,0,0,0,0
827,Male,39,Caucasian,0,2,0,0,2,1,0,2,Low,2,Low,0,1,0,0,0,1,0,0,0
828,Male,35,African-American,0,8,0,0,13,1,0,8,High,7,Medium,1,1,0,0,1,0,0,0,0
829,Male,33,Other,0,1,0,0,0,0,0,1,Low,2,Low,0,1,0,1,0,0,0,0,0
830,Male,21,Other,0,3,0,0,0,1,1,3,Low,7,Medium,1,1,0,1,0,0,0,0,0
831,Male,43,African-American,1,8,0,0,20,0,0,8,High,4,Low,0,1,0,0,1,0,0,0,0
832,Male,25,African-American,0,8,1,1,3,1,1,8,High,9,High,1,1,0,0,1,0,0,0,0
833,Male,48,African-American,1,10,0,0,25,1,1,10,High,9,High,1,1,0,0,1,0,0,0,0
834,Male,22,African-American,0,7,0,1,1,1,1,7,Medium,9,High,1,1,0,0,1,0,0,0,0
835,Male,52,African-American,1,8,0,0,9,1,1,8,High,2,Low,1,1,0,0,1,0,0,0,0
836,Male,26,Caucasian,0,4,0,0,5,1,1,4,Low,3,Low,1,1,0,0,0,1,0,0,0
837,Male,67,African-American,0,7,0,0,4,1,0,7,Medium,7,Medium,1,1,0,0,1,0,0,0,0
838,Male,34,African-American,0,2,0,0,4,0,0,2,Low,2,Low,0,1,0,0,1,0,0,0,0
839,Male,56,Caucasian,0,1,0,0,4,1,0,1,Low,1,Low,0,1,0,0,0,1,0,0,0
840,Male,28,African-American,0,4,0,0,1,1,0,4,Low,5,Medium,1,1,0,0,1,0,0,0,0
841,Male,29,African-American,0,4,0,0,2,0,0,4,Low,5,Medium,0,1,0,0,1,0,0,0,0
842,Female,24,African-American,0,5,0,0,0,1,0,5,Medium,6,Medium,1,0,1,0,1,0,0,0,0
843,Male,37,African-American,0,5,0,0,6,1,1,5,Medium,2,Low,1,1,0,0,1,0,0,0,0
844,Male,43,Other,0,2,0,0,3,0,0,2,Low,2,Low,0,1,0,1,0,0,0,0,0
845,Male,51,Caucasian,0,1,0,0,0,0,0,1,Low,1,Low,0,1,0,0,0,1,0,0,0
846,Male,20,African-American,0,7,0,1,1,1,0,7,Medium,7,Medium,1,1,0,0,1,0,0,0,0
847,Male,26,Caucasian,0,7,0,0,4,1,0,7,Medium,4,Low,1,1,0,0,0,1,0,0,0
848,Female,39,Caucasian,0,2,0,0,1,1,0,2,Low,1,Low,1,0,1,0,0,1,0,0,0
849,Male,21,African-American,0,8,0,1,1,0,0,8,High,7,Medium,0,1,0,0,1,0,0,0,0
850,Male,21,African-American,0,9,1,1,1,1,0,9,High,6,Medium,1,1,0,0,1,0,0,0,0
851,Male,24,Caucasian,0,4,2,0,3,1,0,4,Low,4,Low,1,1,0,0,0,1,0,0,0
852,Male,26,African-American,0,8,1,0,4,1,1,8,High,9,High,1,1,0,0,1,0,0,0,0
853,Male,48,Caucasian,0,2,0,0,1,0,0,2,Low,1,Low,0,1,0,0,0,1,0,0,0
854,Male,24,African-American,0,5,1,0,5,1,0,5,Medium,4,Low,1,1,0,0,1,0,0,0,0
855,Male,26,Caucasian,0,4,0,0,0,0,0,4,Low,3,Low,0,1,0,0,0,1,0,0,0
856,Male,46,Caucasian,0,1,0,0,0,0,0,1,Low,1,Low,0,1,0,0,0,1,0,0,0
857,Female,30,Hispanic,0,2,0,0,1,0,0,2,Low,2,Low,0,0,1,0,0,0,1,0,0
858,Male,24,African-American,0,9,1,1,7,0,0,9,High,7,Medium,0,1,0,0,1,0,0,0,0
859,Female,21,Caucasian,0,5,0,0,0,0,0,5,Medium,7,Medium,0,0,1,0,0,1,0,0,0
860,Male,24,African-American,0,3,0,0,1,1,0,3,Low,5,Medium,1,1,0,0,1,0,0,0,0
861,Male,30,African-American,0,7,0,0,1,0,0,7,Medium,5,Medium,0,1,0,0,1,0,0,0,0
862,Male,36,African-American,0,8,0,0,9,0,0,8,High,2,Low,0,1,0,0,1,0,0,0,0
863,Male,30,African-American,0,4,0,0,5,1,1,4,Low,3,Low,1,1,0,0,1,0,0,0,0
864,Female,22,Caucasian,0,6,0,0,1,0,0,6,Medium,7,Medium,0,0,1,0,0,1,0,0,0
865,Male,25,African-American,0,9,0,0,0,1,1,9,High,8,High,1,1,0,0,1,0,0,0,0
866,Male,31,African-American,0,8,3,0,25,1,0,8,High,7,Medium,1,1,0,0,1,0,0,0,0
867,Male,24,African-American,0,4,0,0,0,0,0,4,Low,5,Medium,0,1,0,0,1,0,0,0,0
868,Male,39,African-American,0,8,0,0,13,1,1,8,High,6,Medium,1,1,0,0,1,0,0,0,0
869,Male,46,Other,0,1,0,0,0,0,0,1,Low,1,Low,0,1,0,1,0,0,0,0,0
870,Male,48,African-American,0,1,0,0,5,1,0,1,Low,2,Low,1,1,0,0,1,0,0,0,0
871,Female,30,African-American,0,3,0,0,4,0,0,3,Low,3,Low,0,0,1,0,1,0,0,0,0
872,Male,40,Caucasian,0,2,0,0,0,0,0,2,Low,1,Low,0,1,0,0,0,1,0,0,0
873,Female,52,African-American,0,1,0,0,0,0,0,1,Low,1,Low,0,0,1,0,1,0,0,0,0
874,Male,23,African-American,1,9,0,1,3,0,0,9,High,10,High,0,1,0,0,1,0,0,0,0
875,Female,26,African-American,0,2,0,0,1,0,0,2,Low,2,Low,0,0,1,0,1,0,0,0,0
876,Male,22,Caucasian,0,8,1,0,1,1,0,8,High,6,Medium,1,1,0,0,0,1,0,0,0
877,Male,42,Caucasian,0,4,0,0,3,0,0,4,Low,2,Low,0,1,0,0,0,1,0,0,0
878,Male,23,African-American,0,10,3,1,6,1,0,10,High,6,Medium,1,1,0,0,1,0,0,0,0
879,Male,33,Other,0,3,0,0,4,1,0,3,Low,2,Low,1,1,0,1,0,0,0,0,0
880,Male,28,African-American,0,3,0,0,1,0,0,3,Low,2,Low,0,1,0,0,1,0,0,0,0
881,Female,37,Caucasian,0,4,0,0,4,0,0,4,Low,2,Low,0,0,1,0,0,1,0,0,0
882,Male,50,Caucasian,0,1,0,0,1,1,0,1,Low,1,Low,0,1,0,0,0,1,0,0,0
883,Male,38,Native American,0,10,0,1,25,1,0,10,High,7,Medium,1,1,0,0,0,0,0,1,0
884,Male,32,African-American,0,7,0,0,1,0,0,7,Medium,2,Low,0,1,0,0,1,0,0,0,0
885,Male,24,Hispanic,0,6,0,0,3,1,0,6,Medium,6,Medium,1,1,0,0,0,0,1,0,0
886,Male,51,African-American,0,2,0,0,3,0,0,2,Low,1,Low,0,1,0,0,1,0,0,0,0
887,Male,19,Caucasian,0,4,0,0,1,1,0,4,Low,7,Medium,1,1,0,0,0,1,0,0,0
888,Male,32,African-American,0,5,0,0,4,0,0,5,Medium,2,Low,0,1,0,0,1,0,0,0,0
889,Female,31,Caucasian,0,3,0,0,1,1,0,3,Low,3,Low,1,0,1,0,0,1,0,0,0
890,Female,29,African-American,0,5,0,0,1,0,0,5,Medium,4,Low,0,0,1,0,1,0,0,0,0
891,Male,43,Hispanic,0,1,0,0,0,0,0,1,Low,1,Low,0,1,0,0,0,0,1,0,0
892,Male,26,African-American,0,7,0,0,9,1,1,7,Medium,7,Medium,1,1,0,0,1,0,0,0,0
893,Male,27,Caucasian,0,10,0,0,0,1,0,10,High,5,Medium,1,1,0,0,0,1,0,0,0
894,Male,52,Caucasian,0,1,0,0,1,1,0,1,Low,1,Low,1,1,0,0,0,1,0,0,0
895,Male,27,Hispanic,0,1,0,0,1,0,0,1,Low,2,Low,0,1,0,0,0,0,1,0,0
896,Female,57,Hispanic,0,2,0,0,1,0,0,2,Low,1,Low,0,0,1,0,0,0,1,0,0
897,Male,28,African-American,0,6,0,0,3,1,0,6,Medium,3,Low,1,1,0,0,1,0,0,0,0
898,Male,32,African-American,0,1,0,0,3,1,1,1,Low,2,Low,1,1,0,0,1,0,0,0,0
899,Male,27,African-American,0,3,0,0,5,1,0,3,Low,2,Low,1,1,0,0,1,0,0,0,0
900,Male,45,Hispanic,0,1,0,0,0,1,0,1,Low,1,Low,1,1,0,0,0,0,1,0,0
901,Female,42,Caucasian,0,1,0,0,0,0,0,1,Low,1,Low,0,0,1,0,0,1,0,0,0
902,Male,33,African-American,0,2,0,0,0,1,0,2,Low,1,Low,1,1,0,0,1,0,0,0,0
903,Male,26,Caucasian,0,4,0,0,4,1,1,4,Low,4,Low,0,1,0,0,0,1,0,0,0
904,Female,28,Caucasian,0,4,0,1,3,0,0,4,Low,3,Low,0,0,1,0,0,1,0,0,0
905,Female,53,Caucasian,0,1,0,0,0,0,0,1,Low,1,Low,0,0,1,0,0,1,0,0,0
906,Male,24,Caucasian,0,2,0,0,0,0,0,2,Low,3,Low,0,1,0,0,0,1,0,0,0
907,Male,28,Hispanic,0,2,0,0,1,0,0,2,Low,2,Low,0,1,0,0,0,0,1,0,0
